strike,type,price_type,date,price
3750,call,bid,9/15/2022,430.4
3750,call,bid,9/14/2022,472.2
3750,call,bid,9/13/2022,460.7
3750,call,bid,9/12/2022,585.3
3750,call,bid,9/9/2022,545.5
3750,call,bid,9/8/2022,504.3
3750,call,bid,9/7/2022,483.5
3750,call,bid,9/6/2022,439.5
3750,call,bid,9/2/2022,452.6
3750,call,bid,9/1/2022,482.2
3750,call,bid,8/31/2022,479.1
3750,call,bid,8/30/2022,498.6
3750,call,bid,8/29/2022,536.1
3750,call,bid,8/26/2022,510
3750,call,bid,8/25/2022,652.7
3750,call,bid,8/24/2022,619.5
3750,call,bid,8/23/2022,606.6
3750,call,bid,8/22/2022,624.6
3750,call,bid,8/19/2022,683.6
3750,call,bid,8/18/2022,729.1
3750,call,bid,8/17/2022,725
3750,call,bid,8/16/2022,745.3
3750,call,bid,8/15/2022,732.4
3750,call,bid,8/12/2022,723.9
3750,call,bid,8/11/2022,675.7
3750,call,bid,8/10/2022,667.1
3750,call,bid,8/9/2022,611.4
3750,call,bid,8/8/2022,626.8
3750,call,bid,8/5/2022,619.5
3750,call,bid,8/4/2022,624.3
3750,call,bid,8/3/2022,621.4
3750,call,bid,8/2/2022,587.4
3750,call,bid,8/1/2022,595.6
3750,call,bid,7/29/2022,605.6
3750,call,bid,7/28/2022,584.1
3750,call,bid,7/27/2022,528
3750,call,bid,7/26/2022,475.4
3750,call,bid,7/25/2022,492.2
3750,call,bid,7/22/2022,492.6
3750,call,bid,7/21/2022,514.5
3750,call,bid,7/20/2022,487
3750,call,bid,7/19/2022,
3750,call,bid,7/18/2022,414.8
3750,call,bid,7/15/2022,433.4
3750,call,bid,7/14/2022,392.1
3750,call,bid,7/13/2022,
3750,call,bid,7/12/2022,407.8
3750,call,bid,7/11/2022,432.5
3750,call,bid,7/8/2022,458.7
3750,call,bid,7/7/2022,457.3
3750,call,bid,7/6/2022,426.4
3750,call,bid,7/5/2022,396.5
3750,call,bid,7/1/2022,408.9
3750,call,bid,6/30/2022,386.2
3750,call,bid,6/29/2022,412.1
3750,call,bid,6/28/2022,414.9
3750,call,bid,6/27/2022,467.1
3750,call,bid,6/24/2022,463.7
3750,call,bid,6/23/2022,390.8
3750,call,bid,6/22/2022,375.4
3750,call,bid,6/21/2022,385.2
3750,call,bid,6/17/2022,336.3
3750,call,bid,6/16/2022,340.8
3750,call,bid,6/15/2022,401.8
3750,call,bid,6/14/2022,381.8
3750,call,bid,6/13/2022,399.5
3750,call,bid,6/10/2022,482.1
3750,call,bid,6/9/2022,
3750,call,bid,6/8/2022,623.7
3750,call,bid,6/7/2022,650.6
3750,call,bid,6/6/2022,631
3750,call,bid,6/3/2022,621.5
3750,call,bid,6/2/2022,667.5
3750,call,bid,6/1/2022,613.2
3750,call,bid,5/31/2022,641.4
3750,call,bid,5/27/2022,666.7
3750,call,bid,5/26/2022,584.1
3750,call,bid,5/25/2022,528.2
3750,call,bid,5/24/2022,518.8
3750,call,bid,5/23/2022,541.3
3750,call,bid,5/20/2022,
3750,call,bid,5/19/2022,485.4
3750,call,bid,5/18/2022,507.7
3750,call,bid,5/17/2022,621.7
3750,call,bid,5/16/2022,
3750,call,bid,5/13/2022,
3750,call,bid,5/12/2022,505.1
3750,call,bid,5/11/2022,528.1
3750,call,bid,5/10/2022,569.2
3750,call,bid,5/9/2022,572.1
3750,call,bid,5/6/2022,652
3750,call,bid,5/5/2022,683.3
3750,call,bid,5/4/2022,772.1
3750,call,bid,5/3/2022,697.6
3750,call,bid,5/2/2022,683.7
3750,call,bid,4/29/2022,
3750,call,bid,4/28/2022,769.3
3750,call,bid,4/27/2022,729.8
3750,call,bid,4/26/2022,683.9
3750,call,bid,4/25/2022,795.3
3750,call,bid,4/22/2022,771
3750,call,bid,4/21/2022,862.2
3750,call,bid,4/20/2022,908
3750,call,bid,4/19/2022,897.8
3750,call,bid,4/18/2022,872.4
3750,call,bid,4/14/2022,771.7
3775,call,bid,11/16/2022,421.8
3775,call,bid,11/15/2022,433.1
3775,call,bid,11/14/2022,417.4
3775,call,bid,11/11/2022,436.7
3775,call,bid,11/10/2022,420.2
3775,call,bid,11/9/2022,271.8
3775,call,bid,11/8/2022,331
3775,call,bid,11/7/2022,313.6
3775,call,bid,11/4/2022,292.5
3775,call,bid,11/3/2022,267
3775,call,bid,11/2/2022,292.1
3775,call,bid,11/1/2022,352.7
3775,call,bid,10/31/2022,369.5
3775,call,bid,10/28/2022,397
3775,call,bid,10/27/2022,316.3
3775,call,bid,10/26/2022,359.9
3775,call,bid,10/25/2022,364.3
3775,call,bid,10/24/2022,340
3775,call,bid,10/21/2022,317.4
3775,call,bid,10/20/2022,252.6
3775,call,bid,10/19/2022,281.4
3775,call,bid,10/18/2022,304
3775,call,bid,10/17/2022,278.4
3775,call,bid,10/14/2022,225.6
3775,call,bid,10/13/2022,268.3
3775,call,bid,10/12/2022,224.7
3775,call,bid,10/11/2022,234.4
3775,call,bid,10/10/2022,242.8
3775,call,bid,10/7/2022,252.2
3775,call,bid,10/6/2022,307.2
3775,call,bid,10/5/2022,330.4
3775,call,bid,10/4/2022,334.7
3775,call,bid,10/3/2022,270.5
3775,call,bid,9/30/2022,227.1
3775,call,bid,9/29/2022,258.7
3775,call,bid,9/28/2022,299
3775,call,bid,9/27/2022,267.5
3775,call,bid,9/26/2022,270.8
3775,call,bid,9/23/2022,288.8
3775,call,bid,9/22/2022,319.8
3775,call,bid,9/21/2022,339.2
3775,call,bid,9/20/2022,388.2
3775,call,bid,9/19/2022,415.3
3775,call,bid,9/16/2022,
3775,call,bid,9/15/2022,414.4
3775,call,bid,9/14/2022,455.6
3775,call,bid,9/13/2022,444.3
3775,call,bid,9/12/2022,567.2
3775,call,bid,9/9/2022,527.7
3775,call,bid,9/8/2022,487.2
3775,call,bid,9/7/2022,466.8
3775,call,bid,9/6/2022,423.5
3775,call,bid,9/2/2022,436.3
3775,call,bid,9/1/2022,465.6
3775,call,bid,8/31/2022,462.5
3775,call,bid,8/30/2022,481.7
3775,call,bid,8/29/2022,518.9
3775,call,bid,8/26/2022,492.5
3775,call,bid,8/25/2022,634.1
3775,call,bid,8/24/2022,601.3
3775,call,bid,8/23/2022,588.5
3775,call,bid,8/22/2022,606.6
3775,call,bid,8/19/2022,664.7
3775,call,bid,8/18/2022,709.7
3775,call,bid,8/17/2022,705.7
3775,call,bid,8/16/2022,725.8
3775,call,bid,8/15/2022,713
3775,call,bid,8/12/2022,704.6
3775,call,bid,8/11/2022,656.9
3775,call,bid,8/10/2022,648.4
3775,call,bid,8/9/2022,593.4
3775,call,bid,8/8/2022,608.6
3775,call,bid,8/5/2022,601.4
3775,call,bid,8/4/2022,606.1
3775,call,bid,8/3/2022,603.2
3775,call,bid,8/2/2022,569.6
3775,call,bid,8/1/2022,564.8
3775,call,bid,7/29/2022,587.5
3775,call,bid,7/28/2022,566.2
3775,call,bid,7/27/2022,510.9
3775,call,bid,7/26/2022,459
3775,call,bid,7/25/2022,475.6
3775,call,bid,7/22/2022,476
3775,call,bid,7/21/2022,497.7
3775,call,bid,7/20/2022,470.6
3775,call,bid,7/19/2022,
3775,call,bid,7/18/2022,399.4
3775,call,bid,7/15/2022,417.7
3775,call,bid,7/14/2022,377.2
3775,call,bid,7/13/2022,
3775,call,bid,7/12/2022,392.6
3775,call,bid,7/11/2022,416.8
3775,call,bid,7/8/2022,442.9
3775,call,bid,7/7/2022,441.4
3775,call,bid,7/6/2022,411.1
3775,call,bid,7/5/2022,375.3
3775,call,bid,7/1/2022,393.9
3775,call,bid,6/30/2022,370.2
3775,call,bid,6/29/2022,397.2
3775,call,bid,6/28/2022,399.9
3775,call,bid,6/27/2022,451.3
3775,call,bid,6/24/2022,455.3
3775,call,bid,6/23/2022,376.3
3775,call,bid,6/22/2022,361.2
3775,call,bid,6/21/2022,370.9
3775,call,bid,6/17/2022,322.4
3775,call,bid,6/16/2022,327
3775,call,bid,6/15/2022,387.2
3775,call,bid,6/14/2022,367.7
3775,call,bid,6/13/2022,385.3
3775,call,bid,6/10/2022,466.6
3775,call,bid,6/9/2022,
3775,call,bid,6/8/2022,606.4
3775,call,bid,6/7/2022,633.7
3775,call,bid,6/6/2022,613.8
3775,call,bid,6/3/2022,604.1
3775,call,bid,6/2/2022,649.6
3775,call,bid,6/1/2022,596.1
3775,call,bid,5/31/2022,623.9
3775,call,bid,5/27/2022,649
3775,call,bid,5/26/2022,567.6
3775,call,bid,5/25/2022,512.1
3775,call,bid,5/24/2022,502.8
3775,call,bid,5/23/2022,525.1
3775,call,bid,5/20/2022,
3775,call,bid,5/19/2022,469.9
3775,call,bid,5/18/2022,492.1
3775,call,bid,5/17/2022,604.7
3775,call,bid,5/16/2022,
3775,call,bid,5/13/2022,
3775,call,bid,5/12/2022,489.6
3775,call,bid,5/11/2022,512.4
3775,call,bid,5/10/2022,553
3775,call,bid,5/9/2022,556.1
3775,call,bid,5/6/2022,635
3775,call,bid,5/5/2022,666.5
3775,call,bid,5/4/2022,753.7
3775,call,bid,5/3/2022,680
3775,call,bid,5/2/2022,666.4
3775,call,bid,4/29/2022,
3775,call,bid,4/28/2022,732.5
3775,call,bid,4/27/2022,712
3775,call,bid,4/26/2022,666.8
3775,call,bid,4/25/2022,777.1
3775,call,bid,4/22/2022,752.7
3775,call,bid,4/21/2022,843.3
3775,call,bid,4/20/2022,888.4
3775,call,bid,4/19/2022,878.6
3775,call,bid,4/18/2022,853.5
3775,call,bid,4/14/2022,752.9
3800,call,bid,11/16/2022,404.6
3800,call,bid,11/15/2022,416.5
3800,call,bid,11/14/2022,401.4
3800,call,bid,11/11/2022,416.8
3800,call,bid,11/10/2022,403.6
3800,call,bid,11/9/2022,258.1
3800,call,bid,11/8/2022,316.3
3800,call,bid,11/7/2022,299.1
3800,call,bid,11/4/2022,278.7
3800,call,bid,11/3/2022,253.8
3800,call,bid,11/2/2022,279.7
3800,call,bid,11/1/2022,337.6
3800,call,bid,10/31/2022,354.1
3800,call,bid,10/28/2022,382
3800,call,bid,10/27/2022,302.2
3800,call,bid,10/26/2022,344.9
3800,call,bid,10/25/2022,350.1
3800,call,bid,10/24/2022,326
3800,call,bid,10/21/2022,304.5
3800,call,bid,10/20/2022,250.4
3800,call,bid,10/19/2022,269.9
3800,call,bid,10/18/2022,291
3800,call,bid,10/17/2022,265.6
3800,call,bid,10/14/2022,214.1
3800,call,bid,10/13/2022,255.7
3800,call,bid,10/12/2022,213.3
3800,call,bid,10/11/2022,223
3800,call,bid,10/10/2022,230.7
3800,call,bid,10/7/2022,240.2
3800,call,bid,10/6/2022,293.3
3800,call,bid,10/5/2022,315.9
3800,call,bid,10/4/2022,320.2
3800,call,bid,10/3/2022,257.3
3800,call,bid,9/30/2022,215.2
3800,call,bid,9/29/2022,245.7
3800,call,bid,9/28/2022,285.4
3800,call,bid,9/27/2022,254.8
3800,call,bid,9/26/2022,258.2
3800,call,bid,9/23/2022,276
3800,call,bid,9/22/2022,305.8
3800,call,bid,9/21/2022,324.9
3800,call,bid,9/20/2022,373.5
3800,call,bid,9/19/2022,399.8
3800,call,bid,9/16/2022,
3800,call,bid,9/15/2022,398.8
3800,call,bid,9/14/2022,439.3
3800,call,bid,9/13/2022,428.2
3800,call,bid,9/12/2022,549.2
3800,call,bid,9/9/2022,510.2
3800,call,bid,9/8/2022,470.7
3800,call,bid,9/7/2022,450.2
3800,call,bid,9/6/2022,407.7
3800,call,bid,9/2/2022,420.3
3800,call,bid,9/1/2022,449.1
3800,call,bid,8/31/2022,446.2
3800,call,bid,8/30/2022,465.2
3800,call,bid,8/29/2022,501.8
3800,call,bid,8/26/2022,475.5
3800,call,bid,8/25/2022,615.5
3800,call,bid,8/24/2022,583.2
3800,call,bid,8/23/2022,570.7
3800,call,bid,8/22/2022,587.1
3800,call,bid,8/19/2022,646
3800,call,bid,8/18/2022,690.5
3800,call,bid,8/17/2022,686.6
3800,call,bid,8/16/2022,706.4
3800,call,bid,8/15/2022,693.7
3800,call,bid,8/12/2022,685.4
3800,call,bid,8/11/2022,638.2
3800,call,bid,8/10/2022,629.8
3800,call,bid,8/9/2022,575.5
3800,call,bid,8/8/2022,590.6
3800,call,bid,8/5/2022,583.4
3800,call,bid,8/4/2022,588
3800,call,bid,8/3/2022,585.2
3800,call,bid,8/2/2022,552
3800,call,bid,8/1/2022,548.5
3800,call,bid,7/29/2022,569.6
3800,call,bid,7/28/2022,548.5
3800,call,bid,7/27/2022,494
3800,call,bid,7/26/2022,442.9
3800,call,bid,7/25/2022,459.2
3800,call,bid,7/22/2022,459.7
3800,call,bid,7/21/2022,481.1
3800,call,bid,7/20/2022,454.3
3800,call,bid,7/19/2022,
3800,call,bid,7/18/2022,384.3
3800,call,bid,7/15/2022,402.3
3800,call,bid,7/14/2022,362.6
3800,call,bid,7/13/2022,
3800,call,bid,7/12/2022,377.7
3800,call,bid,7/11/2022,401.7
3800,call,bid,7/8/2022,427.2
3800,call,bid,7/7/2022,425.8
3800,call,bid,7/6/2022,396
3800,call,bid,7/5/2022,366.6
3800,call,bid,7/1/2022,379.1
3800,call,bid,6/30/2022,357.3
3800,call,bid,6/29/2022,382.5
3800,call,bid,6/28/2022,385.2
3800,call,bid,6/27/2022,435.8
3800,call,bid,6/24/2022,439.9
3800,call,bid,6/23/2022,362.2
3800,call,bid,6/22/2022,346.8
3800,call,bid,6/21/2022,356.9
3800,call,bid,6/17/2022,309.8
3800,call,bid,6/16/2022,314.3
3800,call,bid,6/15/2022,372.9
3800,call,bid,6/14/2022,353.9
3800,call,bid,6/13/2022,371.5
3800,call,bid,6/10/2022,451.3
3800,call,bid,6/9/2022,
3800,call,bid,6/8/2022,589.3
3800,call,bid,6/7/2022,616.3
3800,call,bid,6/6/2022,596.3
3800,call,bid,6/3/2022,587
3800,call,bid,6/2/2022,631.9
3800,call,bid,6/1/2022,579.1
3800,call,bid,5/31/2022,606.6
3800,call,bid,5/27/2022,631.5
3800,call,bid,5/26/2022,550.7
3800,call,bid,5/25/2022,496.2
3800,call,bid,5/24/2022,486.9
3800,call,bid,5/23/2022,509
3800,call,bid,5/20/2022,454.5
3800,call,bid,5/19/2022,454.5
3800,call,bid,5/18/2022,476.7
3800,call,bid,5/17/2022,587.8
3800,call,bid,5/16/2022,524.8
3800,call,bid,5/13/2022,
3800,call,bid,5/12/2022,474.3
3800,call,bid,5/11/2022,497
3800,call,bid,5/10/2022,536.9
3800,call,bid,5/9/2022,540.1
3800,call,bid,5/6/2022,618.1
3800,call,bid,5/5/2022,648.6
3800,call,bid,5/4/2022,735.4
3800,call,bid,5/3/2022,662.6
3800,call,bid,5/2/2022,649.3
3800,call,bid,4/29/2022,
3800,call,bid,4/28/2022,733.2
3800,call,bid,4/27/2022,
3800,call,bid,4/26/2022,649.8
3800,call,bid,4/25/2022,758.9
3800,call,bid,4/22/2022,735.1
3800,call,bid,4/21/2022,824.5
3800,call,bid,4/20/2022,881.8
3800,call,bid,4/19/2022,860
3800,call,bid,4/18/2022,834.7
3800,call,bid,4/14/2022,734.1
3825,call,bid,11/16/2022,388
3825,call,bid,11/15/2022,399.1
3825,call,bid,11/14/2022,383.9
3825,call,bid,11/11/2022,402.9
3825,call,bid,11/10/2022,387.3
3825,call,bid,11/9/2022,244.4
3825,call,bid,11/8/2022,301.8
3825,call,bid,11/7/2022,285
3825,call,bid,11/4/2022,264.6
3825,call,bid,11/3/2022,240.9
3825,call,bid,11/2/2022,267.1
3825,call,bid,11/1/2022,322.8
3825,call,bid,10/31/2022,338.9
3825,call,bid,10/28/2022,365.7
3825,call,bid,10/27/2022,288.4
3825,call,bid,10/26/2022,330
3825,call,bid,10/25/2022,335
3825,call,bid,10/24/2022,311.9
3825,call,bid,10/21/2022,290.2
3825,call,bid,10/20/2022,238.7
3825,call,bid,10/19/2022,256.6
3825,call,bid,10/18/2022,276.9
3825,call,bid,10/17/2022,253.1
3825,call,bid,10/14/2022,203.1
3825,call,bid,10/13/2022,243.8
3825,call,bid,10/12/2022,202.2
3825,call,bid,10/11/2022,211.1
3825,call,bid,10/10/2022,218.9
3825,call,bid,10/7/2022,228
3825,call,bid,10/6/2022,279.7
3825,call,bid,10/5/2022,301.8
3825,call,bid,10/4/2022,306
3825,call,bid,10/3/2022,244.5
3825,call,bid,9/30/2022,203.6
3825,call,bid,9/29/2022,233.6
3825,call,bid,9/28/2022,272
3825,call,bid,9/27/2022,242.4
3825,call,bid,9/26/2022,245.8
3825,call,bid,9/23/2022,261.8
3825,call,bid,9/22/2022,292.1
3825,call,bid,9/21/2022,310.9
3825,call,bid,9/20/2022,357.9
3825,call,bid,9/19/2022,384
3825,call,bid,9/16/2022,
3825,call,bid,9/15/2022,383.4
3825,call,bid,9/14/2022,423.1
3825,call,bid,9/13/2022,412.3
3825,call,bid,9/12/2022,531.5
3825,call,bid,9/9/2022,493
3825,call,bid,9/8/2022,453.9
3825,call,bid,9/7/2022,433.9
3825,call,bid,9/6/2022,393
3825,call,bid,9/2/2022,404.5
3825,call,bid,9/1/2022,432.9
3825,call,bid,8/31/2022,431.1
3825,call,bid,8/30/2022,448.8
3825,call,bid,8/29/2022,485
3825,call,bid,8/26/2022,458.5
3825,call,bid,8/25/2022,597.2
3825,call,bid,8/24/2022,565.3
3825,call,bid,8/23/2022,553
3825,call,bid,8/22/2022,569.2
3825,call,bid,8/19/2022,627.5
3825,call,bid,8/18/2022,671.5
3825,call,bid,8/17/2022,667.7
3825,call,bid,8/16/2022,687.2
3825,call,bid,8/15/2022,674.6
3825,call,bid,8/12/2022,666.4
3825,call,bid,8/11/2022,619.7
3825,call,bid,8/10/2022,611.4
3825,call,bid,8/9/2022,557.8
3825,call,bid,8/8/2022,572.8
3825,call,bid,8/5/2022,565.6
3825,call,bid,8/4/2022,570.2
3825,call,bid,8/3/2022,567.3
3825,call,bid,8/2/2022,534.6
3825,call,bid,8/1/2022,531.1
3825,call,bid,7/29/2022,551.8
3825,call,bid,7/28/2022,531
3825,call,bid,7/27/2022,477.3
3825,call,bid,7/26/2022,426.9
3825,call,bid,7/25/2022,443
3825,call,bid,7/22/2022,443.5
3825,call,bid,7/21/2022,464.6
3825,call,bid,7/20/2022,438.3
3825,call,bid,7/19/2022,
3825,call,bid,7/18/2022,369.3
3825,call,bid,7/15/2022,387.1
3825,call,bid,7/14/2022,348.2
3825,call,bid,7/13/2022,
3825,call,bid,7/12/2022,363.1
3825,call,bid,7/11/2022,387.3
3825,call,bid,7/8/2022,411.8
3825,call,bid,7/7/2022,410.4
3825,call,bid,7/6/2022,381.1
3825,call,bid,7/5/2022,346
3825,call,bid,7/1/2022,364.6
3825,call,bid,6/30/2022,342.6
3825,call,bid,6/29/2022,368
3825,call,bid,6/28/2022,370.7
3825,call,bid,6/27/2022,420.5
3825,call,bid,6/24/2022,424.4
3825,call,bid,6/23/2022,348.2
3825,call,bid,6/22/2022,333.6
3825,call,bid,6/21/2022,343.1
3825,call,bid,6/17/2022,296.5
3825,call,bid,6/16/2022,301.1
3825,call,bid,6/15/2022,358.8
3825,call,bid,6/14/2022,340.4
3825,call,bid,6/13/2022,357.8
3825,call,bid,6/10/2022,436.2
3825,call,bid,6/9/2022,
3825,call,bid,6/8/2022,572.3
3825,call,bid,6/7/2022,599
3825,call,bid,6/6/2022,579.3
3825,call,bid,6/3/2022,570
3825,call,bid,6/2/2022,618.1
3825,call,bid,6/1/2022,562.3
3825,call,bid,5/31/2022,589.5
3825,call,bid,5/27/2022,614.1
3825,call,bid,5/26/2022,534.5
3825,call,bid,5/25/2022,480.5
3825,call,bid,5/24/2022,471.4
3825,call,bid,5/23/2022,493.2
3825,call,bid,5/20/2022,
3825,call,bid,5/19/2022,439.7
3825,call,bid,5/18/2022,461.5
3825,call,bid,5/17/2022,571.1
3825,call,bid,5/16/2022,
3825,call,bid,5/13/2022,522
3825,call,bid,5/12/2022,459.2
3825,call,bid,5/11/2022,481.6
3825,call,bid,5/10/2022,521.3
3825,call,bid,5/9/2022,524.5
3825,call,bid,5/6/2022,601.4
3825,call,bid,5/5/2022,631.5
3825,call,bid,5/4/2022,717.4
3825,call,bid,5/3/2022,645.3
3825,call,bid,5/2/2022,632.3
3825,call,bid,4/29/2022,
3825,call,bid,4/28/2022,697
3825,call,bid,4/27/2022,676.9
3825,call,bid,4/26/2022,633
3825,call,bid,4/25/2022,740.9
3825,call,bid,4/22/2022,717.1
3825,call,bid,4/21/2022,805.9
3825,call,bid,4/20/2022,862.7
3825,call,bid,4/19/2022,840.7
3825,call,bid,4/18/2022,816
3825,call,bid,4/14/2022,715.5
3875,call,bid,11/16/2022,355.3
3875,call,bid,11/15/2022,366.1
3875,call,bid,11/14/2022,351.6
3875,call,bid,11/11/2022,366.3
3875,call,bid,11/10/2022,355.7
3875,call,bid,11/9/2022,219
3875,call,bid,11/8/2022,273.8
3875,call,bid,11/7/2022,257.9
3875,call,bid,11/4/2022,238.4
3875,call,bid,11/3/2022,216.6
3875,call,bid,11/2/2022,240.8
3875,call,bid,11/1/2022,294.1
3875,call,bid,10/31/2022,309.6
3875,call,bid,10/28/2022,335.4
3875,call,bid,10/27/2022,260.9
3875,call,bid,10/26/2022,301.8
3875,call,bid,10/25/2022,306.8
3875,call,bid,10/24/2022,285.1
3875,call,bid,10/21/2022,264.2
3875,call,bid,10/20/2022,215.4
3875,call,bid,10/19/2022,232.2
3875,call,bid,10/18/2022,256.6
3875,call,bid,10/17/2022,229.1
3875,call,bid,10/14/2022,181.8
3875,call,bid,10/13/2022,220.2
3875,call,bid,10/12/2022,181.2
3875,call,bid,10/11/2022,188.6
3875,call,bid,10/10/2022,196.4
3875,call,bid,10/7/2022,204
3875,call,bid,10/6/2022,253.5
3875,call,bid,10/5/2022,274.4
3875,call,bid,10/4/2022,278.4
3875,call,bid,10/3/2022,219.8
3875,call,bid,9/30/2022,181.4
3875,call,bid,9/29/2022,209.9
3875,call,bid,9/28/2022,246.3
3875,call,bid,9/27/2022,218.5
3875,call,bid,9/26/2022,222
3875,call,bid,9/23/2022,237
3875,call,bid,9/22/2022,265.7
3875,call,bid,9/21/2022,283.7
3875,call,bid,9/20/2022,327.8
3875,call,bid,9/19/2022,353.7
3875,call,bid,9/16/2022,
3875,call,bid,9/15/2022,353.3
3875,call,bid,9/14/2022,391.5
3875,call,bid,9/13/2022,382.5
3875,call,bid,9/12/2022,496.6
3875,call,bid,9/9/2022,459.1
3875,call,bid,9/8/2022,421.2
3875,call,bid,9/7/2022,403.5
3875,call,bid,9/6/2022,362.5
3875,call,bid,9/2/2022,373.6
3875,call,bid,9/1/2022,401.2
3875,call,bid,8/31/2022,399.5
3875,call,bid,8/30/2022,416.8
3875,call,bid,8/29/2022,451.9
3875,call,bid,8/26/2022,425
3875,call,bid,8/25/2022,561.1
3875,call,bid,8/24/2022,530.1
3875,call,bid,8/23/2022,518.3
3875,call,bid,8/22/2022,534.1
3875,call,bid,8/19/2022,590.9
3875,call,bid,8/18/2022,633.9
3875,call,bid,8/17/2022,630.3
3875,call,bid,8/16/2022,649.3
3875,call,bid,8/15/2022,636.8
3875,call,bid,8/12/2022,628.9
3875,call,bid,8/11/2022,583.3
3875,call,bid,8/10/2022,575.2
3875,call,bid,8/9/2022,523
3875,call,bid,8/8/2022,537.7
3875,call,bid,8/5/2022,530.6
3875,call,bid,8/4/2022,535
3875,call,bid,8/3/2022,488.5
3875,call,bid,8/2/2022,500.5
3875,call,bid,8/1/2022,496.8
3875,call,bid,7/29/2022,516.9
3875,call,bid,7/28/2022,496.5
3875,call,bid,7/27/2022,444.5
3875,call,bid,7/26/2022,395.7
3875,call,bid,7/25/2022,411.3
3875,call,bid,7/22/2022,411.9
3875,call,bid,7/21/2022,432.6
3875,call,bid,7/20/2022,406.8
3875,call,bid,7/19/2022,
3875,call,bid,7/18/2022,340.2
3875,call,bid,7/15/2022,357.5
3875,call,bid,7/14/2022,320.1
3875,call,bid,7/13/2022,
3875,call,bid,7/12/2022,334.5
3875,call,bid,7/11/2022,358.2
3875,call,bid,7/8/2022,381.8
3875,call,bid,7/7/2022,380.5
3875,call,bid,7/6/2022,352.1
3875,call,bid,7/5/2022,291.7
3875,call,bid,7/1/2022,336.2
3875,call,bid,6/30/2022,308.8
3875,call,bid,6/29/2022,339.7
3875,call,bid,6/28/2022,342.4
3875,call,bid,6/27/2022,390.5
3875,call,bid,6/24/2022,394.4
3875,call,bid,6/23/2022,321.2
3875,call,bid,6/22/2022,306
3875,call,bid,6/21/2022,316.3
3875,call,bid,6/17/2022,271.6
3875,call,bid,6/16/2022,276.3
3875,call,bid,6/15/2022,331.5
3875,call,bid,6/14/2022,314
3875,call,bid,6/13/2022,331.2
3875,call,bid,6/10/2022,406.8
3875,call,bid,6/9/2022,
3875,call,bid,6/8/2022,538.9
3875,call,bid,6/7/2022,564.9
3875,call,bid,6/6/2022,545.6
3875,call,bid,6/3/2022,536.6
3875,call,bid,6/2/2022,583.6
3875,call,bid,6/1/2022,529.3
3875,call,bid,5/31/2022,540.5
3875,call,bid,5/27/2022,580
3875,call,bid,5/26/2022,501.9
3875,call,bid,5/25/2022,449.7
3875,call,bid,5/24/2022,440.8
3875,call,bid,5/23/2022,462
3875,call,bid,5/20/2022,409.4
3875,call,bid,5/19/2022,409.7
3875,call,bid,5/18/2022,417.3
3875,call,bid,5/17/2022,538.3
3875,call,bid,5/16/2022,
3875,call,bid,5/13/2022,
3875,call,bid,5/12/2022,429.6
3875,call,bid,5/11/2022,451.6
3875,call,bid,5/10/2022,490.3
3875,call,bid,5/9/2022,493.6
3875,call,bid,5/6/2022,568.4
3875,call,bid,5/5/2022,597.9
3875,call,bid,5/4/2022,681.6
3875,call,bid,5/3/2022,611.3
3875,call,bid,5/2/2022,598.9
3875,call,bid,4/29/2022,
3875,call,bid,4/28/2022,662
3875,call,bid,4/27/2022,642.5
3875,call,bid,4/26/2022,599.8
3875,call,bid,4/25/2022,705.3
3875,call,bid,4/22/2022,682.1
3875,call,bid,4/21/2022,771.4
3875,call,bid,4/20/2022,812.3
3875,call,bid,4/19/2022,803.6
3875,call,bid,4/18/2022,778.9
3875,call,bid,4/14/2022,678.6
3900,call,bid,11/16/2022,339.4
3900,call,bid,11/15/2022,350.1
3900,call,bid,11/14/2022,335.9
3900,call,bid,11/11/2022,350.3
3900,call,bid,11/10/2022,340.3
3900,call,bid,11/9/2022,218.2
3900,call,bid,11/8/2022,260.5
3900,call,bid,11/7/2022,244.9
3900,call,bid,11/4/2022,226.5
3900,call,bid,11/3/2022,204.8
3900,call,bid,11/2/2022,228.8
3900,call,bid,11/1/2022,280.3
3900,call,bid,10/31/2022,295.4
3900,call,bid,10/28/2022,321.7
3900,call,bid,10/27/2022,249.2
3900,call,bid,10/26/2022,288.1
3900,call,bid,10/25/2022,293.6
3900,call,bid,10/24/2022,272.3
3900,call,bid,10/21/2022,252.4
3900,call,bid,10/20/2022,204.2
3900,call,bid,10/19/2022,221.2
3900,call,bid,10/18/2022,244.3
3900,call,bid,10/17/2022,217.7
3900,call,bid,10/14/2022,171.8
3900,call,bid,10/13/2022,209
3900,call,bid,10/12/2022,171
3900,call,bid,10/11/2022,179.3
3900,call,bid,10/10/2022,185.6
3900,call,bid,10/7/2022,193.3
3900,call,bid,10/6/2022,241
3900,call,bid,10/5/2022,261.2
3900,call,bid,10/4/2022,265.2
3900,call,bid,10/3/2022,208
3900,call,bid,9/30/2022,170.8
3900,call,bid,9/29/2022,198.6
3900,call,bid,9/28/2022,233.3
3900,call,bid,9/27/2022,207.1
3900,call,bid,9/26/2022,210.6
3900,call,bid,9/23/2022,225.9
3900,call,bid,9/22/2022,253
3900,call,bid,9/21/2022,270.5
3900,call,bid,9/20/2022,315
3900,call,bid,9/19/2022,339.3
3900,call,bid,9/16/2022,
